R_um,1,2,5,10,30,60,100,160,300,500
1.0,0.9914901983277893,0.9957304207873451,0.9982787103652273,0.9991038331887492,0.9993762735188183,0.9969988084379289,0.9962183223316894,0.9902384779569028,0.9524322875537828,0.8543426657722734
1.2,0.9914780386830255,0.9957068457769448,0.9979928124951585,0.9985808457724741,0.9957794377961131,0.9847016894788228,0.948277819363557,0.9187621189452244,0.562610682013379,0.38520863543793354
1.5,0.9911897785495994,0.9949302587980106,0.9934080290769016,0.9527825040897522,0.8683776429271848,0.3800757191329518,0.5210994470144313,0.7708702875089775,0.9404648882071137,0.9776971250556354
1.8,0.9764624473834904,0.9531196625908576,0.8933704394478261,0.40908891727221536,0.7741043791672644,0.9399570454529621,0.9802941106389276,0.9934415552006509,0.9942262595026141,0.9817322542398941
2.0,0.8439858627177231,0.7761405997506149,0.45027111122230307,0.7919951779595238,0.973662044172474,0.9930073289648477,0.9966231587106803,0.9966803854477809,0.9918929596288553,0.9758074841464384
2.2,0.36779056985417485,0.6824564643051122,0.9324131633351542,0.9774748759216759,0.9916011527926781,0.9927895782293654,0.9925653634179599,0.9913680033574624,0.9860002975758413,0.9711836612173681
2.4,0.4138293962027887,0.4136390423493408,0.41329600185945037,0.41280877109808145,0.4109252685819742,0.408075862788695,0.40426939310149185,0.3984129759429559,0.3843037618010263,0.36293967591404697
2.5,0.9022253129706255,0.9474569907831306,0.9620911949292228,0.9647270369659153,0.9657863286382427,0.9657740139881891,0.9652039621764693,0.9638253633547025,0.9584162773702092,0.9424942712420269
2.8,0.7949476669590694,0.9280416955354438,0.9715887303479708,0.9785393264482469,0.9808824367435004,0.9809616644911934,0.9804356324701208,0.9789347401164525,0.9726107700669626,0.9571369655416686
3.0,0.8138561181847934,0.9328281629758666,0.9713635215150342,0.9775546890212158,0.9796704545284632,0.9796961527641271,0.9792541485147138,0.9778446805843091,0.9715464753067631,0.9574866816230531
3.5,0.8923236308373143,0.9473331446375439,0.9649510320412324,0.9680257573962584,0.9692159660637405,0.9691647670424076,0.9687253851592068,0.9674545914771305,0.9619078098410574,0.948055573887183
4.0,0.9166828092401617,0.9390755281752199,0.9469135969648906,0.9485514242032973,0.9493106361939222,0.9492502777432611,0.9487547542226648,0.9475042214177806,0.9424094235762173,0.9278097822157423
5.0,0.8608329237788628,0.8671016719111262,0.8701628042953107,0.8710593511661942,0.871565334842549,0.8714646761594186,0.8710592400860476,0.8699171100903986,0.8649532853709452,0.8525310779944241
